baseline_energy,rl_energy
481.4244485108924,336.99711395762466
680.5632329248582,476.3942630474007
308.0951886395716,231.07139147967868
265.9178682444698,186.14250777112883
730.2103806127939,511.1472664289557
405.7577976555176,284.0304583588623
610.3220749454192,427.22545246179345
215.2091625583631,150.64641379085415
614.0281330456698,429.81969313196885
389.6607869281824,272.7625508497277
233.44451215246505,163.4111585067255
565.8876569288702,396.12135985020916
344.482289643904,241.13760275073278
432.084345231128,302.45904166178957
248.34848737190816,173.8439411603357
288.2979506569672,201.80856545987703
378.7863412975063,265.1504389082544
253.8557003360943,177.698990235266
746.4957588117892,559.8718191088419
203.62822591038704,142.53975813727092
490.3161313185868,343.22129192301077
273.94847487953086,191.7639324156716
384.6074536867691,269.22521758073833
755.6357358909593,528.9450151236715
297.0167319643921,207.91171237507444
779.4993918309996,545.6495742816996
323.47662619365303,226.4336383355571
644.9396650800977,451.45776555606835
528.006358938387,369.6044512568709
730.6872365580555,511.4810655906388
532.3959533018785,399.2969649764089
520.7355314937852,364.5148720456496
317.2748002210399,222.09236015472794
299.7376172309952,209.81633206169664
749.8934906693086,524.9254434685159
396.7029193100204,277.69204351701427
423.2493529777376,296.2745470844163
655.894195057033,459.1259365399231
403.2940894536844,282.30586261757907
771.2374679834016,539.8662275883811
642.7566613992801,449.9296629794961
558.457545544052,390.92028188083634
728.5370963268515,509.975967428796
229.7635450096897,160.83448150678277
354.2376153135252,247.96633071946763
479.021800532546,335.3152603727822
336.1871236829126,235.33098657803882
646.3431123812911,452.44017866690376
751.5248186322351,526.0673730425646
454.262071958554,317.9834503709878
405.27956006713697,283.6956920469959
776.9304392825397,543.8513074977777
466.9114596965245,326.83802178756713
493.42904026957,345.400328188699
410.98992340514326,287.69294638360026
745.729083807283,522.0103586650981
541.3732899691104,378.96130297837726
657.3047523089867,460.1133266162907
687.0840310105318,480.95882170737224
405.1094251503549,283.5765976052484
460.216598792228,322.15161915455957
709.0830646437588,496.35814525063114
417.9532110054861,292.5672477038402
676.3610800711108,473.4527560497775
764.5953935446622,573.4465451584966
573.9262238408041,401.74835668856286
644.9763724711333,451.4834607297933
683.0583872246809,478.1408710572766
707.0237893379856,494.9166525365899
437.0320027140776,305.92240189985426
230.7580755055989,161.5306528539192
441.1257627420437,308.7880339194306
604.2537378704538,422.97761650931767
470.2102314684757,329.14716202793295
649.3778905162392,454.5645233613674
414.1894576811983,289.93262037683877
580.8464846624177,406.59253926369234
311.8518829123848,218.29631803866934
649.6216619869742,454.73516339088195
527.4175812878154,369.1923069014708
322.4386331279603,225.7070431895722
375.1467040986844,262.6026928690791
649.1652251490993,454.4156576043695
489.5607413969124,342.6925189778387
329.6188642358433,230.7332049650903
780.3627142221786,546.253899955525
629.0750118901328,440.35250832309293
774.2808995238777,541.9966296667143
456.263027216206,319.3841190513442
485.0602044150323,339.5421430905226
738.7731297110115,517.1411907977081
515.0296041472308,360.52072290306154
624.3673471434004,437.0571430003802
351.30372649731794,245.91260854812253
468.0358812215843,327.625116855109
274.06991948621305,191.84894364034912
323.588021526177,226.51161506832386
200.56604916057864,140.39623441240505
223.55903098919612,156.49132169243728
786.3702939061576,550.4592057343103
345.4122170820574,241.78855195744015
597.9864257024012,418.5904979916808
703.4598192797669,492.4218734958368
530.3962755419386,371.277392879357
291.88670005037375,204.3206900352616
636.8698624016998,445.80890368118986
560.1508460597498,392.10559224182487
638.750353608425,447.1252475258975
661.8479737142522,463.29358159997656
785.2462206108471,549.672354427593
544.137968016026,380.89657761121816
404.9846676143611,283.48926733005277
589.0787341401423,412.35511389809955
241.0644255455757,168.74509788190298
738.4383909929518,516.9068736950662
271.62860680291806,190.14002476204263
396.705702731491,277.69399191204366
689.4472283756725,482.6130598629707
